Source Name	Sample Name	Release Date	Characteristics [Organism]	Term Source REF	Term Accession Number	unit	Characteristics [project name]	Term Source REF	Term Accession Number	unit	Characteristics [collection date]	Term Source REF	Term Accession Number	unit	Characteristics [geographic location (country and/or sea)]	Term Source REF	Term Accession Number	unit	Characteristics [geographic location (latitude)]	Term Source REF	Term Accession Number	unit	Characteristics [geographic location (longitude)]	Term Source REF	Term Accession Number	unit	Characteristics [Depth]	Term Source REF	Term Accession Number	unit	Characteristics [broad-scale environmental context]	Term Source REF	Term Accession Number	unit	Characteristics [local environmental context]	Term Source REF	Term Accession Number	unit	Characteristics [environmental medium]	Term Source REF	Term Accession Number	unit
BIOCEAN5D	CR27	2024-09-09	Chondrosia reniformis	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_68574		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	18.3			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000081		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000176		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002182	
BIOCEAN5D	CR29	2024-09-09	Chondrosia reniformis	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_68574		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	18.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000082		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000177		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002183	
BIOCEAN5D	CR30	2024-09-09	Chondrosia reniformis	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_68574		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	21.3			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000083		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000178		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002184	
BIOCEAN5D	CC1	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	5.7			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000084		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000179		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002185	
BIOCEAN5D	CC3	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	5.7			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000085		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000180		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002186	
BIOCEAN5D	CC4	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	5.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000086		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000181		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002187	
BIOCEAN5D	CC8	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	19.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000087		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000182		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002188	
BIOCEAN5D	CC9	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	19.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000088		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000183		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002189	
BIOCEAN5D	CC10	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	19.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000089		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000184		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002190	
BIOCEAN5D	CC11	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	10			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000090		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000185		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002191	
BIOCEAN5D	CC13	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	10			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000091		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000186		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002192	
BIOCEAN5D	CC15	2024-09-08	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	9.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000092		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000187		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002193	
BIOCEAN5D	CC18	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	21.9			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000093		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000188		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002194	
BIOCEAN5D	CC19	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	21.9			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000094		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000189		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002195	
BIOCEAN5D	CC20	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	21.9			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000095		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000190		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002196	
BIOCEAN5D	CC22	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	11.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000096		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000191		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002197	
BIOCEAN5D	CC23	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	10.9			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000097		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000192		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002198	
BIOCEAN5D	CC24	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	11.3			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000098		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000193		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002199	
BIOCEAN5D	CC26	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	5.6			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000099		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000194		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002200	
BIOCEAN5D	CC28	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	5.7			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000100		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000195		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002201	
BIOCEAN5D	CC30	2024-09-09	Crambe crambe	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_3722		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	5.8			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000101		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000196		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002202	
BIOCEAN5D	AO1	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	5.5			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000102		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000197		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002203	
BIOCEAN5D	AO2	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	6.6			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000103		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000198		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002204	
BIOCEAN5D	AO5	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	4.9			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000104		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000199		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002205	
BIOCEAN5D	AO6	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	12.4			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000105		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000200		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002206	
BIOCEAN5D	AO7	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	12.4			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000106		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000201		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002207	
BIOCEAN5D	AO8	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	12.7			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000107		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000202		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002208	
BIOCEAN5D	AO11	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	18.6			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000108		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000203		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002209	
BIOCEAN5D	AO14	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	19.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000109		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000204		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002210	
BIOCEAN5D	AO15	2024-09-08	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-08				Spain				42.1146			DD	3.1685			DD	19.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000110		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000205		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002211	
BIOCEAN5D	AO17	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	22.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000111		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000206		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002212	
BIOCEAN5D	AO19	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	22.4			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000112		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000207		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002213	
BIOCEAN5D	AO20	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	22.4			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000113		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000208		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002214	
BIOCEAN5D	AO22	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	12			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000114		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000209		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002215	
BIOCEAN5D	AO24	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	12.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000115		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000210		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002216	
BIOCEAN5D	AO25	2024-09-09	Agelas oroides	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_72715		Bio5D T2.4.1 Sponge Amplicons				2024-09-09				Spain				42.2849			DD	3.298			DD	12.2			m	ocean biome (ENVO:01000048)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000116		marine reef (ENVO:01000143)	ENVO	http://purl.obolibrary.org/obo/ENVO_01000211		sea water (ENVO:00002149)	ENVO	http://purl.obolibrary.org/obo/ENVO_00002217	
